,公司全称,A股代码,A股简称,A股时间,B股代码,B股简称,B股时间,城市
267,潍坊亚星化学股份有限公司,600319,*ST亚星,2001-03-26,,,,山东省潍坊市
268,上海振华重工（集团）股份有限公司,600320,振华重工,2000-12-21,900947,振华B股,1997-08-05,上海市
269,四川国栋建设股份有限公司,600321,国栋建设,2001-05-24,,,,四川省成都市
270,天津市房地产发展（集团）股份有限公司,600322,天房发展,2001-09-10,,,,天津市
271,瀚蓝环境股份有限公司,600323,瀚蓝环境,2000-12-25,,,,广东省佛山市
272,珠海华发实业股份有限公司,600325,华发股份,2004-02-25,,,,广东省珠海市
273,西藏天路股份有限公司,600326,西藏天路,2001-01-16,,,,西藏自治区拉萨市
274,无锡商业大厦大东方股份有限公司,600327,大东方,2002-06-25,,,,江苏省无锡市
275,内蒙古兰太实业股份有限公司,600328,兰太实业,2000-12-22,,,,内蒙古自治区阿拉善盟
276,天津中新药业集团股份有限公司,600329,中新药业,2001-06-06,,,,天津市
277,天通控股股份有限公司,600330,天通股份,2001-01-18,,,,浙江省嘉兴市
278,四川宏达股份有限公司,600331,宏达股份,2001-12-20,,,,四川省成都市
279,广州白云山医药集团股份有限公司,600332,白云山,2001-02-06,,,,广东省广州市
280,长春燃气股份有限公司,600333,长春燃气,2000-12-11,,,,吉林省长春市
281,国机汽车股份有限公司,600335,国机汽车,2001-03-05,,,,天津市
282,澳柯玛股份有限公司,600336,澳柯玛,2000-12-29,,,,山东省青岛市
283,美克国际家居用品股份有限公司,600337,美克家居,2000-11-27,,,,新疆维吾尔自治区乌鲁木齐市
284,西藏珠峰资源股份有限公司,600338,西藏珠峰,2000-12-27,,,,西藏自治区拉萨市
285,新疆独山子天利高新技术股份有限公司,600339,*ST油工,2000-12-25,,,,新疆维吾尔自治区克拉玛依市
286,华夏幸福基业股份有限公司,600340,华夏幸福,2003-12-30,,,,河北省廊坊市
287,陕西航天动力高科技股份有限公司,600343,航天动力,2003-04-08,,,,陕西省西安市
288,武汉长江通信产业集团股份有限公司,600345,长江通信,2000-12-22,,,,湖北省武汉市
289,恒力石化股份有限公司,600346,恒力股份,2001-08-20,,,,辽宁省大连市
290,阳泉煤业（集团）股份有限公司,600348,阳泉煤业,2003-08-21,,,,山西省阳泉市
291,山东高速股份有限公司,600350,山东高速,2002-03-18,,,,山东省济南市
292,亚宝药业集团股份有限公司,600351,亚宝药业,2002-09-26,,,,山西省运城市
293,浙江龙盛集团股份有限公司,600352,浙江龙盛,2003-08-01,,,,浙江省绍兴市
294,成都旭光电子股份有限公司,600353,旭光股份,2002-11-20,,,,四川省成都市
295,甘肃省敦煌种业股份有限公司,600354,敦煌种业,2004-01-15,,,,甘肃省酒泉市
296,精伦电子股份有限公司,600355,精伦电子,2002-06-13,,,,湖北省武汉市
297,牡丹江恒丰纸业股份有限公司,600356,恒丰纸业,2001-04-19,,,,黑龙江省牡丹江市
298,国旅联合股份有限公司,600358,国旅联合,2000-09-22,,,,江苏省南京市
299,新疆塔里木农业综合开发股份有限公司,600359,新农开发,1999-04-29,,,,新疆维吾尔自治区阿拉尔市
300,吉林华微电子股份有限公司,600360,华微电子,2001-03-16,,,,吉林省吉林市
301,北京华联综合超市股份有限公司,600361,华联综超,2001-11-29,,,,北京市
302,江西铜业股份有限公司,600362,江西铜业,2002-01-11,,,,江西省鹰潭市
303,江西联创光电科技股份有限公司,600363,联创光电,2001-03-29,,,,江西省南昌市
304,通化葡萄酒股份有限公司,600365,通葡股份,2001-01-15,,,,吉林省通化市
305,宁波韵升股份有限公司,600366,宁波韵升,2000-10-30,,,,浙江省宁波市
306,贵州红星发展股份有限公司,600367,红星发展,2001-03-20,,,,贵州省安顺市
307,广西五洲交通股份有限公司,600368,五洲交通,2000-12-21,,,,广西壮族自治区南宁市
308,西南证券股份有限公司,600369,西南证券,2001-01-09,,,,重庆市
309,江苏三房巷实业股份有限公司,600370,三房巷,2003-03-06,,,,江苏省无锡市
310,万向德农股份有限公司,600371,万向德农,2002-09-16,,,,黑龙江省哈尔滨市
311,中航航空电子系统股份有限公司,600372,中航电子,2001-07-06,,,,北京市
312,中文天地出版传媒股份有限公司,600373,中文传媒,2002-03-04,,,,江西省上饶市
313,华菱星马汽车（集团）股份有限公司,600375,*ST星马,2003-04-01,,,,安徽省马鞍山市
314,北京首都开发股份有限公司,600376,首开股份,2001-03-12,,,,北京市
315,江苏宁沪高速公路股份有限公司,600377,宁沪高速,2001-01-16,,,,江苏省南京市
316,四川天一科技股份有限公司,600378,天科股份,2001-01-11,,,,四川省成都市
317,陕西宝光真空电器股份有限公司,600379,宝光股份,2002-01-16,,,,陕西省宝鸡市
318,健康元药业集团股份有限公司,600380,健康元,2001-06-08,,,,广东省深圳市
319,青海春天药用资源科技股份有限公司,600381,青海春天,2001-05-08,,,,青海省西宁市
320,广东明珠集团股份有限公司,600382,广东明珠,2001-01-18,,,,广东省梅州市
321,金地（集团）股份有限公司,600383,金地集团,2001-04-12,,,,广东省深圳市
322,山东金泰集团股份有限公司,600385,山东金泰,2001-07-23,,,,山东省济南市
323,北京巴士传媒股份有限公司,600386,北巴传媒,2001-02-16,,,,北京市
324,浙江海越股份有限公司,600387,海越股份,2004-02-18,,,,浙江省绍兴市
325,福建龙净环保股份有限公司,600388,龙净环保,2000-12-29,,,,福建省龙岩市
326,南通江山农药化工股份有限公司,600389,江山股份,2001-01-10,,,,江苏省南通市
327,金瑞新材料科技股份有限公司,600390,*ST金瑞,2001-01-15,,,,湖南省长沙市
328,四川成发航空科技股份有限公司,600391,成发科技,2001-12-12,,,,四川省成都市
329,盛和资源控股股份有限公司,600392,盛和资源,2003-05-29,,,,山西省太原市
330,广州粤泰集团股份有限公司,600393,粤泰股份,2001-03-19,,,,广东省广州市
331,贵州盘江精煤股份有限公司,600395,盘江股份,2001-05-31,,,,贵州省六盘水市
332,安源煤业集团股份有限公司,600397,安源煤业,2002-07-02,,,,江西省萍乡市
333,海澜之家股份有限公司,600398,海澜之家,2000-12-28,,,,江苏省无锡市
334,抚顺特殊钢股份有限公司,600399,抚顺特钢,2000-12-29,,,,辽宁省抚顺市
335,江苏红豆实业股份有限公司,600400,红豆股份,2001-01-08,,,,江苏省无锡市
336,海润光伏科技股份有限公司,600401,海润光伏,2003-09-24,,,,江苏省无锡市
337,河南大有能源股份有限公司,600403,大有能源,2003-10-09,,,,河南省三门峡市
338,北京动力源科技股份有限公司,600405,动力源,2004-04-01,,,,北京市
339,国电南瑞科技股份有限公司,600406,*ST商城,2000-12-26,,,,辽宁省沈阳市
340,山西安泰集团股份有限公司,600408,安泰集团,2003-02-12,,,,山西省晋中市
341,唐山三友化工股份有限公司,600409,三友化工,2003-06-18,,,,河北省唐山市
342,北京华胜天成科技股份有限公司,600410,华胜天成,2004-04-27,,,,北京市
343,浙江中国小商品城集团股份有限公司,600415,小商品城,2002-05-09,,,,浙江省金华市
344,湘潭电机股份有限公司,600416,湘电股份,2002-07-18,,,,湖南省湘潭市
345,安徽江淮汽车集团股份有限公司,600418,江淮汽车,2001-08-24,,,,安徽省合肥市
346,新疆天润乳业股份有限公司,600419,天润乳业,2001-06-28,,,,新疆维吾尔自治区乌鲁木齐市
347,上海现代制药股份有限公司,600420,现代制药,2004-06-16,,,,上海市
348,湖北仰帆控股股份有限公司,600421,仰帆控股,2001-05-24,,,,湖北省武汉市
349,昆药集团股份有限公司,600422,昆药集团,2000-12-06,,,,云南省昆明市
350,柳州化工股份有限公司,600423,柳化股份,2003-07-17,,,,广西壮族自治区柳州市
351,新疆青松建材化工（集团）股份有限公司,600425,青松建化,2003-07-24,,,,新疆维吾尔自治区阿克苏地区
352,山东华鲁恒升化工股份有限公司,600426,华鲁恒升,2002-06-20,,,,山东省德州市
353,中远海运特种运输股份有限公司,600428,中远海特,2002-04-18,,,,广东省广州市
354,北京三元食品股份有限公司,600429,三元股份,2003-09-15,,,,北京市
355,吉林吉恩镍业股份有限公司,600432,*ST吉恩,2003-09-05,,,,吉林省吉林市
356,广东冠豪高新技术股份有限公司,600433,冠豪高新,2003-06-19,,,,广东省湛江市
357,北方导航控制技术股份有限公司,600435,北方导航,2003-07-04,,,,北京市
358,漳州片仔癀药业股份有限公司,600436,片仔癀,2003-06-16,,,,福建省漳州市
359,通威股份有限公司,600438,通威股份,2004-03-02,,,,四川省成都市
360,河南瑞贝卡发制品股份有限公司,600439,瑞贝卡,2003-07-10,,,,河南省许昌市
361,国机通用机械科技股份有限公司,600444,国机通用,2004-02-19,,,,安徽省合肥市
362,深圳市金证科技股份有限公司,600446,金证股份,2003-12-24,,,,广东省深圳市
363,华纺股份有限公司,600448,华纺股份,2001-09-03,,,,山东省滨州市
364,宁夏建材集团股份有限公司,600449,宁夏建材,2003-08-29,,,,宁夏回族自治区银川市
365,重庆涪陵电力实业股份有限公司,600452,涪陵电力,2004-03-03,,,,重庆市
366,西安博通资讯股份有限公司,600455,博通股份,2004-03-29,,,,陕西省西安市
367,宝鸡钛业股份有限公司,600456,宝钛股份,2002-04-12,,,,陕西省宝鸡市
368,株洲时代新材料科技股份有限公司,600458,时代新材,2002-12-19,,,,湖南省株洲市
369,贵研铂业股份有限公司,600459,贵研铂业,2003-05-16,,,,云南省昆明市
370,杭州士兰微电子股份有限公司,600460,士兰微,2003-03-11,,,,浙江省杭州市
371,江西洪城水业股份有限公司,600461,洪城水业,2004-06-01,,,,江西省南昌市
372,深圳九有股份有限公司,600462,九有股份,2003-09-03,,,,广东省深圳市
373,北京空港科技园区股份有限公司,600463,空港股份,2004-03-18,,,,北京市
374,四川蓝光发展股份有限公司,600466,蓝光发展,2001-02-12,,,,四川省成都市
375,山东好当家海洋发展股份有限公司,600467,好当家,2004-04-05,,,,山东省威海市
376,天津百利特精电气股份有限公司,600468,百利电气,2001-06-15,,,,天津市
377,风神轮胎股份有限公司,600469,风神股份,2003-10-21,,,,河南省焦作市
378,安徽六国化工股份有限公司,600470,六国化工,2004-03-05,,,,安徽省铜陵市
379,无锡华光锅炉股份有限公司,600475,华光股份,2003-07-21,,,,江苏省无锡市
380,湖南湘邮科技股份有限公司,600476,湘邮科技,2003-12-10,,,,湖南省长沙市
381,杭萧钢构股份有限公司,600477,杭萧钢构,2003-11-10,,,,浙江省杭州市
382,湖南科力远新能源股份有限公司,600478,科力远,2003-09-18,,,,湖南省长沙市
383,株洲千金药业股份有限公司,600479,千金药业,2004-03-12,,,,湖南省株洲市
384,凌云工业股份有限公司,600480,凌云股份,2003-08-15,,,,河北省保定市
385,双良节能系统股份有限公司,600481,双良节能,2003-04-22,,,,江苏省无锡市
386,中国船舶重工集团动力股份有限公司,600482,中国动力,2004-07-14,,,,河北省保定市
387,福建福能股份有限公司,600483,福能股份,2004-05-31,,,,福建省南平市
388,北京信威科技集团股份有限公司,600485,信威集团,2003-08-07,,,,北京市
389,江苏扬农化工股份有限公司,600486,扬农化工,2002-04-25,,,,江苏省扬州市
390,江苏亨通光电股份有限公司,600487,亨通光电,2003-08-22,,,,江苏省苏州市
391,天津天药药业股份有限公司,600488,天药股份,2001-06-18,,,,天津市
392,中金黄金股份有限公司,600489,中金黄金,2003-08-14,,,,北京市
393,鹏欣环球资源股份有限公司,600490,鹏欣资源,2003-06-26,,,,上海市
394,龙元建设集团股份有限公司,600491,龙元建设,2004-05-24,,,,浙江省宁波市
395,福建凤竹纺织科技股份有限公司,600493,凤竹纺织,2004-04-21,,,,福建省泉州市
396,晋西车轴股份有限公司,600495,晋西车轴,2004-05-26,,,,山西省太原市
397,长江精工钢结构（集团）股份有限公司,600496,精工钢构,2002-06-05,,,,安徽省六安市
398,云南驰宏锌锗股份有限公司,600497,驰宏锌锗,2004-04-20,,,,云南省曲靖市
399,烽火通信科技股份有限公司,600498,烽火通信,2001-08-23,,,,湖北省武汉市
400,广东科达洁能股份有限公司,600499,科达洁能,2002-10-10,,,,广东省佛山市
401,中化国际（控股）股份有限公司,600500,中化国际,2000-03-01,,,,上海市
402,航天晨光股份有限公司,600501,航天晨光,2001-06-15,,,,江苏省南京市
403,安徽水利开发股份有限公司,600502,安徽水利,2003-04-15,,,,安徽省蚌埠市
404,华丽家族股份有限公司,600503,华丽家族,2002-07-09,,,,上海市
405,四川西昌电力股份有限公司,600505,西昌电力,2002-05-30,,,,四川省凉山彝族自治州
406,新疆库尔勒香梨股份有限公司,600506,香梨股份,2001-12-26,,,,新疆维吾尔自治区巴音郭楞蒙古自治州
407,方大特钢科技股份有限公司,600507,香梨股份,2003-09-30,,,,江西省南昌市
408,上海大屯能源股份有限公司,600508,上海能源,2001-08-29,,,,上海市
409,新疆天富能源股份有限公司,600509,天富能源,2002-02-28,,,,新疆维吾尔自治区石河子市
410,黑牡丹（集团）股份有限公司,600510,黑牡丹,2002-06-18,,,,江苏省常州市
411,国药集团药业股份有限公司,600511,国药股份,2002-11-27,,,,北京市
412,腾达建设集团股份有限公司,600512,腾达建设,2002-11-26,,,,浙江省台州市
413,江苏联环药业股份有限公司,600513,联环药业,2003-03-19,,,,江苏省扬州市
414,海南海航基础设施投资集团股份有限公司,600515,海航基础,2002-08-06,,,,海南省海口市
415,方大炭素新材料科技股份有限公司,600516,方大炭素,2002-08-30,,,,甘肃省兰州市
416,上海置信电气股份有限公司,600517,置信电气,2003-10-10,,,,上海市
417,康美药业股份有限公司,600518,康美药业,2001-03-19,,,,广东省揭阳市
418,贵州茅台酒股份有限公司,600519,贵州茅台,2001-08-27,,,,贵州省遵义市
419,铜陵中发三佳科技股份有限公司,600520,*ST中发,2002-01-08,,,,安徽省铜陵市
420,浙江华海药业股份有限公司,600521,华海药业,2003-03-04,,,,浙江省台州市
421,江苏中天科技股份有限公司,600522,中天科技,2002-10-24,,,,江苏省南通市
422,贵州贵航汽车零部件股份有限公司,600523,贵航股份,2001-12-27,,,,贵州省贵阳市
423,长园集团股份有限公司,600525,长园集团,2002-12-02,,,,广东省深圳市
424,浙江菲达环保科技股份有限公司,600526,菲达环保,2002-07-22,,,,浙江省绍兴市
425,江苏江南高纤股份有限公司,600527,菲达环保,2003-11-27,,,,江苏省苏州市
426,中铁高新工业股份有限公司,600528,中铁二局,2001-05-28,,,,四川省成都市
427,山东省药用玻璃股份有限公司,600529,山东药玻,2002-06-03,,,,山东省淄博市
428,上海交大昂立股份有限公司,600530,交大昂立,2001-07-02,,,,上海市
429,河南豫光金铅股份有限公司,600531,豫光金铅,2002-07-30,,,,河南省济源市
430,上海宏达矿业股份有限公司,600532,宏达矿业,2002-10-31,,,,上海市
431,南京栖霞建设股份有限公司,600533,栖霞建设,2002-03-28,,,,江苏省南京市
432,天士力制药集团股份有限公司,600535,天士力,2002-08-23,,,,天津市
433,中国软件与技术服务股份有限公司,600536,中国软件,2002-05-17,,,,北京市
434,亿晶光电科技股份有限公司,600537,亿晶光电,2003-01-23,,,,浙江省宁波市
435,北海国发海洋生物产业股份有限公司,600538,国发股份,2003-01-14,,,,广西壮族自治区北海市
436,太原狮头水泥股份有限公司,600539,ST狮头,2001-08-24,,,,山西省太原市
437,新疆赛里木现代农业股份有限公司,600540,新赛股份,2004-01-07,,,,新疆维吾尔自治区博尔塔拉蒙古自治州
438,甘肃莫高实业发展股份有限公司,600543,莫高股份,2004-03-24,,,,甘肃省兰州市
439,新疆城建（集团）股份有限公司,600545,新疆城建,2003-12-03,,,,新疆维吾尔自治区乌鲁木齐市
440,山煤国际能源集团股份有限公司,600546,*ST山煤,2003-07-31,,,,山西省太原市
441,山东黄金矿业股份有限公司,600547,山东黄金,2003-08-28,,,,山东省济南市
442,深圳高速公路股份有限公司,600548,深高速,2001-12-25,,,,广东省深圳市
443,厦门钨业股份有限公司,600549,厦门钨业,2002-11-07,,,,福建省厦门市
444,保定天威保变电气股份有限公司,600550,保变电气,2001-02-28,,,,河北省保定市
445,时代出版传媒股份有限公司,600551,时代出版,2002-09-05,,,,安徽省合肥市
446,凯盛科技股份有限公司,600552,凯盛科技,2002-11-08,,,,安徽省蚌埠市
447,海航创新（海南）股份有限公司,600555,海航创新,2001-03-28,900955,海创B股,900955,海南省三亚市
448,广西慧球科技股份有限公司,600556,ST慧球,2001-08-07,,,,广西壮族自治区北海市
449,江苏康缘药业股份有限公司,600557,康缘药业,2002-09-18,,,,江苏省连云港市
450,四川大西洋焊接材料股份有限公司,600558,大西洋,2001-02-27,,,,四川省自贡市
451,河北衡水老白干酒业股份有限公司,600559,老白干酒,2002-10-29,,,,河北省衡水市
452,北京金自天正智能控制股份有限公司,600560,金自天正,2002-09-19,,,,北京市
453,江西长运股份有限公司,600561,江西长运,2002-07-16,,,,江西省南昌市
454,国睿科技股份有限公司,600562,国睿科技,2003-01-28,,,,江苏省南京市
455,厦门法拉电子股份有限公司,600563,法拉电子,2002-12-10,,,,福建省厦门市
456,重庆市迪马实业股份有限公司,600565,迪马股份,2002-07-23,,,,重庆市
457,湖北济川药业股份有限公司,600566,济川药业,2001-08-22,,,,湖北省荆州市
458,安徽山鹰纸业股份有限公司,600567,山鹰纸业,2001-12-18,,,,安徽省马鞍山市
459,中珠医疗控股股份有限公司,600568,中珠医疗,2001-05-18,,,,湖北省潜江市
460,安阳钢铁股份有限公司,600569,安阳钢铁,2001-08-20,,,,河南省安阳市
461,恒生电子股份有限公司,600570,恒生电子,2003-12-16,,,,浙江省杭州市
462,信雅达系统工程股份有限公司,600571,信雅达,2002-11-01,,,,浙江省杭州市
463,浙江康恩贝制药股份有限公司,600572,康恩贝,2004-04-12,,,,浙江省金华市
464,福建省燕京惠泉啤酒股份有限公司,600573,惠泉啤酒,2003-02-26,,,,福建省泉州市
465,安徽皖江物流（集团）股份有限公司,600575,皖江物流,2003-03-28,,,,安徽省芜湖市
466,浙江万好万家文化股份有限公司,600576,万家文化,2003-02-20,,,,浙江省杭州市
467,铜陵精达特种电磁线股份有限公司,600577,精达股份,2002-09-11,,,,安徽省铜陵市
468,北京京能电力股份有限公司,600578,京能电力,2002-05-10,,,,北京市
469,青岛天华院化学工程股份有限公司,600579,天华院,2002-08-09,,,,山东省青岛市
470,卧龙电气集团股份有限公司,600580,卧龙电气,2002-06-06,,,,浙江省绍兴市
471,新疆八一钢铁股份有限公司,600581,*ST八钢,2002-08-16,,,,新疆维吾尔自治区乌鲁木齐市
472,天地科技股份有限公司,600582,天地科技,2002-05-15,,,,北京市
473,海洋石油工程股份有限公司,600583,海油工程,2002-02-05,,,,天津市
474,江苏长电科技股份有限公司,600584,长电科技,2003-06-03,,,,江苏省无锡市
475,安徽海螺水泥股份有限公司,600585,海螺水泥,2002-02-07,,,,安徽省芜湖市
476,山东金晶科技股份有限公司,600586,金晶科技,2002-08-15,,,,山东省淄博市
477,山东新华医疗器械股份有限公司,600587,新华医疗,2002-09-27,,,,山东省淄博市
478,用友网络科技股份有限公司,600588,用友网络,2001-05-18,,,,北京市
479,广东榕泰实业股份有限公司,600589,广东榕泰,2001-06-12,,,,广东省揭阳市
480,泰豪科技股份有限公司,600590,泰豪科技,2002-07-03,,,,江西省南昌市
481,福建龙溪轴承（集团）股份有限公司,600592,龙溪股份,2002-08-05,,,,福建省漳州市
482,大连圣亚旅游控股股份有限公司,600593,大连圣亚,2002-07-11,,,,辽宁省大连市
483,贵州益佰制药股份有限公司,600594,益佰制药,2004-03-23,,,,贵州省贵阳市
484,河南中孚实业股份有限公司,600595,中孚实业,2002-06-26,,,,河南省郑州市
485,浙江新安化工集团股份有限公司,600596,新安股份,2001-09-06,,,,浙江省杭州市
486,光明乳业股份有限公司,600597,光明乳业,2002-08-28,,,,上海市
487,黑龙江北大荒农业股份有限公司,600598,北大荒,2002-03-29,,,,黑龙江省哈尔滨市
488,熊猫金控股份有限公司,600599,熊猫金控,2001-08-28,,,,湖南省长沙市
489,青岛啤酒股份有限公司,600600,青岛啤酒,1993-08-27,,,,山东省青岛市
490,方正科技集团股份有限公司,600601,方正科技,1990-12-19,,,,上海市
491,云赛智联股份有限公司,600602,云赛智联,1990-12-19,900901,云赛B股,1992-02-21,上海市
492,大洲兴业控股股份有限公司,600603,*ST兴业,1992-01-13,,,,福建省厦门市
493,上海市北高新股份有限公司,600604,市北高新,1992-03-27,900902,市北B股,1992-07-01,上海市
494,上海汇通能源股份有限公司,600605,汇通能源,1992-03-27,,,,上海市
495,绿地控股集团股份有限公司,600606,绿地控股,1992-03-27,,,,上海市
496,上海宽频科技股份有限公司,600608,上海科技,1992-03-27,,,,上海市
497,金杯汽车股份有限公司,600609,金杯汽车,1992-07-24,,,,辽宁省沈阳市
498,上海中毅达股份有限公司,600610,中毅达,1992-08-05,900906,中毅达B,1992-08-05,上海市
499,大众交通（集团）股份有限公司,600611,大众交通,1992-08-07,900903,大众B股,1992-08-07,上海市
500,老凤祥股份有限公司,600612,老凤祥,1992-08-14,900905,老凤祥B,1992-08-14,上海市
501,上海神奇制药投资管理股份有限公司,600613,神奇制药,1993-08-20,900904,神奇B股,1993-08-20,上海市
502,鹏起科技发展股份有限公司,600614,鹏起科技,1992-08-28,900907,鹏起B股,1992-08-28,上海市
503,上海丰华（集团）股份有限公司,600615,丰华股份,1992-09-10,,,,上海市
504,上海金枫酒业股份有限公司,600616,金枫酒业,1992-09-29,,,,上海市
505,山西省国新能源股份有限公司,600617,国新能源,1992-10-13,900913,国新B股,1993-09-28,山西省太原市
506,上海氯碱化工股份有限公司,600618,氯碱化工,1992-11-13,900908,氯碱B股,1992-11-13,上海市
507,上海海立（集团）股份有限公司,600619,海立股份,1992-11-16,900910,海立B股,1993-01-18,上海市
508,上海市天宸股份有限公司,600620,天宸股份,1992-11-17,,,,上海市
509,上海华鑫股份有限公司,600621,华鑫股份,1992-12-02,,,,上海市
510,上海嘉宝实业（集团）股份有限公司,600622,嘉宝集团,1992-12-03,,,,上海市
511,上海华谊集团股份有限公司,600623,华谊集团,1992-12-04,900909,华谊B股,1992-12-04,上海市
512,上海复旦复华科技股份有限公司,600624,复旦复华,1993-01-05,,,,上海市
513,上海申达股份有限公司,600626,申达股份,1993-01-07,,,,上海市
514,上海新世界股份有限公司,600628,新世界,1993-01-19,,,,上海市
515,华东建筑集团股份有限公司,600629,华建集团,1993-02-09,,,,上海市
516,上海龙头（集团）股份有限公司,600630,龙头股份,1993-02-09,,,,上海市
517,浙报传媒集团股份有限公司,600633,浙报传媒,1993-03-04,,,,浙江省杭州市
518,上海中技投资控股股份有限公司,600634,中技控股,1993-03-04,,,,上海市
519,上海大众公用事业（集团）股份有限公司,600635,大众公用,1993-03-04,,,,上海市
520,上海三爱富新材料股份有限公司,600636,三爱富,1993-03-16,,,,上海市
521,上海东方明珠新媒体股份有限公司,600637,东方明珠,1993-03-16,,,,上海市
522,上海新黄浦置业股份有限公司,600638,新黄浦,1993-03-26,,,,上海市
523,上海金桥出口加工区开发股份有限公司,600639,浦东金桥,1993-03-26,900911,金桥B股,1993-05-31,上海市
524,号百控股股份有限公司,600640,号百控股,1993-04-07,,,,上海市
525,上海万业企业股份有限公司,600641,万业企业,1993-04-07,,,,上海市
526,申能股份有限公司,600642,申能股份,1993-04-16,,,,上海市
527,上海爱建集团股份有限公司,600643,爱建集团,1993-04-26,,,,上海市
528,乐山电力股份有限公司,600644,乐山电力,1993-04-26,,,,四川省乐山市
