,公司全称,A股代码,A股简称,A股时间,B股代码,B股简称,B股时间,城市
1056,江苏亚邦染料股份有限公司,603188,亚邦股份,2014-09-09,,,,江苏省常州市
1057,上海网达软件股份有限公司,603189,网达软件,2016-09-14,,,,上海市
1058,日播时尚集团股份有限公司,603196,日播时尚,2017-05-31,,,,上海市
1059,上海保隆汽车科技股份有限公司,603197,保隆科技,2017-05-19,,,,上海市
1060,安徽迎驾贡酒股份有限公司,603198,迎驾贡酒,2015-05-28,,,,安徽省六安市
1061,安徽九华山旅游发展股份有限公司,603199,九华旅游,2015-03-26,,,,安徽省池州市
1062,上海洗霸科技股份有限公司,603200,上海洗霸,2017-06-01,,,,上海市
1063,常州快克锡焊股份有限公司,603203,快克股份,2016-11-08,,,,江苏省常州市
1064,江山欧派门业股份有限公司,603208,江山欧派,2017-02-10,,,,浙江省衢州市
1065,日月重工股份有限公司,603218,日月股份,2016-12-28,,,,浙江省宁波市
1066,浙江济民制药股份有限公司,603222,济民制药,2015-02-17,,,,浙江省台州市
1067,恒通物流股份有限公司,603223,恒通股份,2015-06-30,,,,山东省威海市
1068,新凤鸣集团股份有限公司,603225,新凤鸣,2017-04-18,,,,浙江省嘉兴市
1069,上海菲林格尔木业股份有限公司,603226,菲林格尔,2017-06-15,,,,上海市
1070,新疆雪峰科技（集团）股份有限公司,603227,雪峰科技,2015-05-15,,,,新疆维吾尔自治区乌鲁木齐市
1071,深圳市景旺电子股份有限公司,603228,景旺电子,2017-01-06,,,,广东省深圳市
1072,浙江奥翔药业股份有限公司,603229,奥翔药业,2017-05-09,,,,浙江省台州市
1073,上海格尔软件股份有限公司,603232,格尔软件,2017-04-21,,,,上海市
1074,大参林医药集团股份有限公司,603233,大参林,2017-07-28,,,,广东省广州市
1075,杭州诺邦无纺股份有限公司,603238,诺邦股份,2017-02-22,,,,浙江省杭州市
1076,浙江仙通橡塑股份有限公司,603239,浙江仙通,2016-12-30,,,,浙江省台州市
1077,杭州电魂网络科技股份有限公司,603258,电魂网络,2016-10-26,,,,浙江省杭州市
1078,宁波天龙电子股份有限公司,603266,天龙股份,2017-01-10,,,,浙江省宁波市
1079,广东松发陶瓷股份有限公司,603268,松发股份,2015-03-19,,,,广东省潮州市
1080,江苏海鸥冷却塔股份有限公司,603269,海鸥股份,2017-05-17,,,,江苏省常州市
1081,江苏日盈电子股份有限公司,603286,日盈电子,2017-06-27,,,,
1082,佛山市海天调味食品股份有限公司,603288,海天味业,2014-02-11,,,,广东省佛山市
1083,杭叉集团股份有限公司,603298,杭叉集团,2016-12-27,,,,浙江省杭州市
1084,江苏井神盐化股份有限公司,603299,井神股份,2015-12-31,,,,江苏省淮安市
1085,浙江华铁建筑安全科技股份有限公司,603300,华铁科技,2015-05-29,,,,浙江省杭州市
1086,横店集团得邦照明股份有限公司,603303,得邦照明,2017-03-30,,,,浙江省金华市
1087,宁波旭升汽车技术股份有限公司,603305,旭升股份,2017-07-10,,,,浙江省宁波市
1088,华懋（厦门）新材料科技股份有限公司,603306,华懋科技,2014-09-26,,,,福建省厦门市
1089,安徽应流机电股份有限公司,603308,应流股份,2014-01-22,,,,安徽省合肥市
1090,广州维力医疗器械股份有限公司,603309,维力医疗,2015-03-02,,,,广东省广州市
1091,浙江金海环境技术股份有限公司,603311,金海环境,2015-05-18,,,,浙江省绍兴市
1092,江苏恒康家居科技股份有限公司,603313,梦百合,2016-10-13,,,,江苏省南通市
1093,浙江诚邦园林股份有限公司,603316,诚邦股份,2017-06-19,,,,浙江省杭州市
1094,大连派思燃气系统股份有限公司,603318,派思股份,2015-04-24,,,,辽宁省大连市
1095,湖南机油泵股份有限公司,603319,湘油泵,2016-11-30,,,,湖南省衡阳市
1096,广东超讯通信技术股份有限公司,603322,超讯通信,2016-07-28,,,,广东省广州市
1097,江苏吴江农村商业银行股份有限公司,603323,吴江银行,2016-11-29,,,,江苏省苏州市
1098,南京我乐家居股份有限公司,603326,我乐家居,2017-06-16,,,,江苏省南京市
1099,广东依顿电子科技股份有限公司,603328,依顿电子,2014-07-01,,,,广东省中山市
1100,上海天洋热熔粘接材料股份有限公司,603330,上海天洋,2017-02-13,,,,上海市
1101,浙江百达精工股份有限公司,603331,百达精工,2017-07-05,,,,浙江省台州市
1102,四川明星电缆股份有限公司,603333,明星电缆,2012-05-07,,,,四川省乐山市
1103,广东迪生力汽配股份有限公司,603335,迪生力,2017-06-20,,,,广东省台山市
1104,宏辉果蔬股份有限公司,603336,宏辉果蔬,2016-11-24,,,,广东省汕头市
1105,杰克缝纫机股份有限公司,603337,杰克股份,2017-01-19,,,,浙江省台州市
1106,浙江鼎力机械股份有限公司,603338,浙江鼎力,2015-03-25,,,,浙江省湖州市
1107,南通四方冷链装备股份有限公司,603339,四方冷链,2016-05-19,,,,江苏省南通市
1108,福建安井食品股份有限公司,603345,安井食品,2017-02-22,,,,福建省厦门市
1109,莱克电气股份有限公司,603355,莱克电气,2015-05-13,,,,江苏省苏州市
1110,安徽省交通规划设计研究总院股份有限公司,603357,设计总院,2017-08-01,,,,安徽省合肥市
1111,华达汽车科技股份有限公司,603358,华达科技,2017-01-25,,,,江苏省泰州市
1112,大连百傲化学股份有限公司,603360,百傲化学,2017-02-06,,,,辽宁省大连市
1113,日出东方太阳能股份有限公司,603366,日出东方,2012-05-21,,,,江苏省连云港市
1114,广西柳州医药股份有限公司,603368,柳州医药,2014-12-04,,,,广西壮族自治区柳州市
1115,江苏今世缘酒业股份有限公司,603369,今世缘,2014-07-03,,,,江苏省淮安市
1116,东方时尚驾驶学校股份有限公司,603377,东方时尚,2016-02-05,,,,北京市
1117,苏州易德龙科技股份有限公司,603380,易德龙,2017-06-22,,,,江苏省苏州市
1118,福建顶点软件股份有限公司,603383,顶点软件,2017-05-22,,,,福建省福州市
1119,惠达卫浴股份有限公司,603385,惠达卫浴,2017-04-05,,,,河北省唐山市
1120,基蛋生物科技股份有限公司,603387,基蛋生物,2017-07-17,,,,江苏省南京市
1121,亚振家具股份有限公司,603389,亚振家居,2016-12-15,,,,江苏省南通市
1122,新疆鑫泰天然气股份有限公司,603393,新天然气,2016-09-12,,,,新疆维吾尔自治区乌鲁木齐市
1123,广东邦宝益智玩具股份有限公司,603398,邦宝益智,2015-12-09,,,,广东省汕头市
1124,锦州新华龙钼业股份有限公司,603399,新华龙,2012-08-24,,,,辽宁省锦州市
1125,无锡信捷电气股份有限公司,603416,信捷电气,2016-12-21,,,,江苏省无锡市
1126,青岛鼎信通讯股份有限公司,603421,鼎信通讯,2016-10-11,,,,山东省青岛市
1127,安徽集友新材料股份有限公司,603429,集友股份,2017-01-24,,,,安徽省安庆市
1128,厦门吉比特网络技术股份有限公司,603444,吉比特,2017-01-04,,,,福建省厦门市
1129,浙江九洲药业股份有限公司,603456,九洲药业,2014-10-10,,,,浙江省台州市
1130,贵州省交通规划勘察设计研究院股份有限公司,603458,勘设股份,2017-08-09,,,,贵州省贵阳市
1131,展鹏科技股份有限公司,603488,展鹏科技,2017-05-16,,,,江苏省无锡市
1132,恒为科技（上海）股份有限公司,603496,恒为科技,2017-06-07,,,,上海市
1133,上海韦尔半导体股份有限公司,603501,韦尔股份,2017-05-04,,,,上海市
1134,金石资源集团股份有限公司,603505,金石资源,2017-05-03,,,,浙江省杭州市
1135,河南思维自动化设备股份有限公司,603508,思维列控,2015-12-24,,,,河南省郑州市
1136,欧普照明股份有限公司,603515,欧普照明,2016-08-19,,,,上海市
1137,绝味食品股份有限公司,603517,绝味食品,2017-03-17,,,,湖北省武汉市
1138,维格娜丝时装股份有限公司,603518,维格娜丝,2014-12-03,,,,江苏省南京市
1139,江苏立霸实业股份有限公司,603519,立霸股份,2015-03-19,,,,江苏省无锡市
1140,浙江司太立制药股份有限公司,603520,司太立,2016-03-09,,,,浙江省台州市
1141,南京多伦科技股份有限公司,603528,多伦科技,2016-05-03,,,,江苏省南京市
1142,广州市嘉诚国际物流股份有限公司,603535,嘉诚国际,2017-08-08,,,,广东省广州市
1143,山东惠发食品股份有限公司,603536,惠发股份,2017-06-13,,,,山东省德州市
1144,宁波美诺华药业股份有限公司,603538,美诺华,2017-04-07,,,,浙江省宁波市
1145,贵人鸟股份有限公司,603555,贵人鸟,2014-01-24,,,,福建省泉州市
1146,杭州海兴电力科技股份有限公司,603556,海兴电力,2016-11-10,,,,浙江省杭州市
1147,起步股份有限公司,603557,起步股份,2017-08-18,,,,浙江省丽水市
1148,浙江健盛集团股份有限公司,603558,健盛集团,2015-01-27,,,,浙江省杭州市
1149,中通国脉通信股份有限公司,603559,中通国脉,2016-12-02,,,,吉林省长春市
1150,普莱柯生物工程股份有限公司,603566,普莱柯,2015-05-18,,,,河南省洛阳市
1151,黑龙江珍宝岛药业股份有限公司,603567,珍宝岛,2015-04-24,,,,黑龙江省鸡西市
1152,浙江伟明环保股份有限公司,603568,伟明环保,2015-05-28,,,,浙江省温州市
1153,北京长久物流股份有限公司,603569,长久物流,2016-08-10,,,,北京市
1154,青岛汇金通电力设备股份有限公司,603577,汇金通,2016-12-22,,,,山东省青岛市
1155,浙江三星新材股份有限公司,603578,三星新材,2017-03-06,,,,浙江省湖州市
1156,上海荣泰健康科技股份有限公司,603579,荣泰健康,2017-01-11,,,,上海市
1157,艾艾精密工业输送系统（上海）股份有限公司,603580,艾艾精工,2017-05-25,,,,上海市
1158,江苏苏利精细化工股份有限公司,603585,苏利股份,2016-12-14,,,,江苏省无锡市
1159,山东金麒麟股份有限公司,603586,金麒麟,2017-04-06,,,,山东省德州市
1160,北京高能时代环境技术股份有限公司,603588,高能环境,2014-12-29,,,,北京市
1161,安徽口子酒业股份有限公司,603589,口子窖,2015-06-29,,,,安徽省淮北市
1162,浙江东尼电子股份有限公司,603595,东尼电子,2017-07-12,,,,浙江省湖州市
1163,引力传媒股份有限公司,603598,引力传媒,2015-05-27,,,,北京市
1164,安徽广信农化股份有限公司,603599,广信股份,2015-05-13,,,,安徽省宣城市
1165,永艺家具股份有限公司,603600,永艺股份,2015-01-23,,,,浙江省湖州市
1166,重庆再升科技股份有限公司,603601,再升科技,2015-01-22,,,,重庆市
1167,杭州纵横通信股份有限公司,603602,纵横通信,2017-08-10,,,,浙江省杭州市
1168,博天环境集团股份有限公司,603603,博天环境,2017-02-17,,,,北京市
1169,宁波东方电缆股份有限公司,603606,东方电缆,2014-10-15,,,,浙江省宁波市
1170,辽宁禾丰牧业股份有限公司,603609,禾丰牧业,2014-08-08,,,,辽宁省沈阳市
1171,诺力机械股份有限公司,603611,诺力股份,2015-01-28,,,,浙江省湖州市
1172,索通发展股份有限公司,603612,索通发展,2017-07-18,,,,山东省德州市
1173,茶花现代家居用品股份有限公司,603615,茶花股份,2017-02-13,,,,福建省福州市
1174,北京韩建河山管业股份有限公司,603616,韩建河山,2015-06-11,,,,北京市
1175,君禾泵业股份有限公司,603617,君禾股份,2017-07-03,,,,浙江省宁波市
1176,杭州电缆股份有限公司,603618,杭电股份,2015-02-17,,,,浙江省杭州市
1177,中曼石油天然气集团股份有限公司,603619,中曼石油,2017-11-17,,,,上海市
1178,昆山科森科技股份有限公司,603626,科森科技,2017-02-09,,,,江苏省苏州市
1179,清源科技（厦门）股份有限公司,603628,清源股份,2017-01-12,,,,福建省厦门市
1180,拉芳家化股份有限公司,603630,拉芳家化,2017-03-13,,,,广东省汕头市
1181,上海徕木电子股份有限公司,603633,徕木电子,2016-11-17,,,,上海市
1182,南威软件股份有限公司,603636,南威软件,2014-12-30,,,,福建省泉州市
1183,镇海石化工程股份有限公司,603637,镇海股份,2017-02-08,,,,浙江省宁波市
1184,烟台艾迪精密机械股份有限公司,603638,艾迪精密,2017-01-20,,,,山东省烟台市
1185,海利尔药业集团股份有限公司,603639,海利尔,2017-01-12,,,,山东省青岛市
1186,合肥泰禾光电科技股份有限公司,603656,泰禾光电,2017-03-21,,,,安徽省合肥市
1187,郑州安图生物工程股份有限公司,603658,安图生物,2016-09-01,,,,河南省郑州市
1188,苏州科达科技股份有限公司,603660,苏州科达,2016-12-01,,,,江苏省苏州市
1189,三祥新材股份有限公司,603663,三祥新材,2016-08-01,,,,福建省宁德市
1190,浙江康隆达特种防护科技股份有限公司,603665,康隆达,2017-03-13,,,,浙江省绍兴市
1191,浙江五洲新春集团股份有限公司,603667,五洲新春,2016-10-25,,,,浙江省绍兴市
1192,福建天马科技集团股份有限公司,603668,天马科技,2017-01-17,,,,福建省福州市
1193,灵康药业集团股份有限公司,603669,灵康药业,2015-05-28,,,,西藏自治区山南市
1194,西藏卫信康医药股份有限公司,603676,卫信康,2017-07-21,,,,西藏自治区拉萨市
1195,奇精机械股份有限公司,603677,奇精机械,2017-02-06,,,,浙江省宁波市
1196,福建火炬电子科技股份有限公司,603678,火炬电子,2015-01-26,,,,福建省泉州市
1197,四川华体照明科技股份有限公司,603679,华体科技,2017-06-21,,,,四川省成都市
1198,福建龙马环卫装备股份有限公司,603686,龙马环卫,2015-01-26,,,,福建省龙岩市
1199,江苏太平洋石英股份有限公司,603688,石英股份,2014-10-31,,,,江苏省连云港市
1200,安徽省天然气开发股份有限公司,603689,皖天然气,2017-01-10,,,,安徽省合肥市
1201,上海至纯洁净系统科技股份有限公司,603690,至纯科技,2017-01-13,,,,上海市
1202,安记食品股份有限公司,603696,安记食品,2015-12-09,,,,福建省泉州市
1203,航天长征化学工程股份有限公司,603698,航天工程,2015-01-28,,,,北京市
1204,苏州纽威阀门股份有限公司,603699,纽威股份,2014-01-17,,,,江苏省苏州市
1205,浙江德宏汽车电子电器股份有限公司,603701,德宏股份,2016-04-12,,,,浙江省湖州市
1206,浙江盛洋科技股份有限公司,603703,盛洋科技,2015-04-23,,,,浙江省绍兴市
1207,南京健友生化制药股份有限公司,603707,健友股份,2017-07-19,,,,江苏省南京市
1208,家家悦集团股份有限公司,603708,家家悦,2016-12-13,,,,山东省威海市
1209,武汉塞力斯医疗科技股份有限公司,603716,塞力斯,2016-10-31,,,,湖北省武汉市
1210,天域生态园林股份有限公司,603717,天域生态,2017-03-27,,,,重庆市
1211,上海海利生物技术股份有限公司,603718,海利生物,2015-05-15,,,,上海市
1212,中广天择传媒股份有限公司,603721,中广天择,2017-08-11,,,,湖南省长沙市
1213,浙江朗迪集团股份有限公司,603726,朗迪集团,2016-04-21,,,,浙江省宁波市
1214,博迈科海洋工程股份有限公司,603727,博迈科,2016-11-22,,,,天津市
1215,上海鸣志电器股份有限公司,603728,鸣志电器,2017-05-09,,,,上海市
1216,上海龙韵广告传播股份有限公司,603729,龙韵股份,2015-03-24,,,,上海市
1217,上海岱美汽车内饰件股份有限公司,603730,岱美股份,2017-07-28,,,,上海市
1218,三棵树涂料股份有限公司,603737,三棵树,2016-06-03,,,,福建省莆田市
1219,湖北泰晶电子科技股份有限公司,603738,泰晶科技,2016-09-28,,,,湖北省随州市
1220,浙江大元泵业股份有限公司,603757,大元泵业,2017-07-11,,,,浙江省台州市
1221,隆鑫通用动力股份有限公司,603766,隆鑫通用,2012-08-10,,,,重庆市
1222,浙江中马传动股份有限公司,603767,中马传动,2017-06-13,,,,浙江省台州市
1223,合肥常青机械股份有限公司,603768,常青股份,2017-03-24,,,,安徽省合肥市
1224,常州永安公共自行车系统股份有限公司,603776,永安行,2017-08-17,,,,江苏省常州市
1225,上海来伊份股份有限公司,603777,来伊份,2016-10-12,,,,上海市
1226,北京乾景园林股份有限公司,603778,乾景园林,2015-12-31,,,,北京市
1227,威龙葡萄酒股份有限公司,603779,威龙股份,2016-05-16,,,,山东省烟台市
1228,江苏新日电动车股份有限公司,603787,新日股份,2017-04-27,,,,江苏省无锡市
1229,宁波高发汽车控制系统股份有限公司,603788,宁波高发,2015-01-20,,,,浙江省宁波市
1230,星光农机股份有限公司,603789,星光农机,2015-04-27,,,,浙江省湖州市
1231,广东联泰环保股份有限公司,603797,联泰环保,2017-04-13,,,,广东省汕头市
1232,青岛康普顿科技股份有限公司,603798,康普顿,2016-04-06,,,,山东省青岛市
1233,浙江华友钴业股份有限公司,603799,华友钴业,2015-01-29,,,,浙江省嘉兴市
1234,苏州道森钻采设备股份有限公司,603800,道森股份,2015-12-10,,,,江苏省苏州市
1235,志邦厨柜股份有限公司,603801,志邦股份,2017-06-30,,,,安徽省合肥市
1236,杭州福斯特光伏材料股份有限公司,603806,福斯特,2014-09-05,,,,浙江省杭州市
1237,深圳歌力思服饰股份有限公司,603808,歌力思,2015-04-22,,,,广东省深圳市
1238,浙江诚意药业股份有限公司,603811,诚意药业,2017-03-15,,,,浙江省温州市
1239,顾家家居股份有限公司,603816,顾家家居,2016-10-14,,,,浙江省杭州市
1240,福建海峡环保集团股份有限公司,603817,海峡环保,2017-02-20,,,,福建省福州市
1241,曲美家居集团股份有限公司,603818,曲美家居,2015-04-22,,,,北京市
1242,常州神力电机股份有限公司,603819,神力股份,2016-11-25,,,,江苏省常州市
1243,浙江嘉澳环保科技股份有限公司,603822,嘉澳环保,2016-04-28,,,,浙江省嘉兴市
1244,百合花集团股份有限公司,603823,百合花,2016-12-20,,,,浙江省杭州市
1245,华扬联众数字技术股份有限公司,603825,华扬联众,2017-08-02,,,,北京市
1246,福建坤彩材料科技股份有限公司,603826,坤彩科技,2017-04-14,,,,福建省福州市
1247,苏州柯利达装饰股份有限公司,603828,柯利达,2015-02-26,,,,江苏省苏州市
1248,欧派家居集团股份有限公司,603833,欧派家居,2017-03-28,,,,广东省广州市
1249,广东四通集团股份有限公司,603838,四通股份,2015-07-01,,,,广东省潮州市
1250,安正时尚集团股份有限公司,603839,安正时尚,2017-02-14,,,,浙江省嘉兴市
1251,正平路桥建设股份有限公司,603843,正平股份,2016-09-05,,,,青海省西宁市
1252,华荣科技股份有限公司,603855,华荣股份,2017-05-24,,,,上海市
1253,山东步长制药股份有限公司,603858,步长制药,2016-11-18,,,,山东省菏泽市
1254,能科节能技术股份有限公司,603859,能科股份,2016-10-21,,,,北京市
1255,中公高科养护科技股份有限公司,603860,中公高科,2017-08-02,,,,北京市
1256,广州白云电器设备股份有限公司,603861,白云电器,2016-03-22,,,,广东省广州市
1257,沈阳桃李面包股份有限公司,603866,桃李面包,2015-12-22,,,,辽宁省沈阳市
1258,上海飞科电器股份有限公司,603868,飞科电器,2016-04-18,,,,上海市
1259,北部湾旅游股份有限公司,603869,北部湾旅,2015-03-26,,,,广西壮族自治区北海市
1260,宁波太平鸟时尚服饰股份有限公司,603877,太平鸟,2017-01-09,,,,浙江省宁波市
1261,江苏武进不锈股份有限公司,603878,武进不锈,2016-12-19,,,,江苏省常州市
1262,永悦科技股份有限公司,603879,永悦科技,2017-06-14,,,,福建省泉州市
1263,江苏南方卫材医药股份有限公司,603880,南卫股份,2017-08-07,,,,江苏省常州市
1264,上海数据港股份有限公司,603881,数据港,2017-02-08,,,,上海市
1265,老百姓大药房连锁股份有限公司,603883,老百姓,2015-04-23,,,,湖南省长沙市
1266,上海吉祥航空股份有限公司,603885,吉祥航空,2015-05-27,,,,上海市
1267,上海元祖梦果子股份有限公司,603886,元祖股份,2016-12-28,,,,上海市
1268,上海城地建设股份有限公司,603887,城地股份,2016-10-10,,,,上海市
1269,新华网股份有限公司,603888,新华网,2016-10-28,,,,北京市
1270,浙江新澳纺织股份有限公司,603889,新澳股份,2014-12-31,,,,浙江省嘉兴市
1271,浙江寿仙谷医药股份有限公司,603896,寿仙谷,2017-05-10,,,,浙江省金华市
1272,广州好莱客创意家居股份有限公司,603898,好莱客,2015-02-17,,,,广东省广州市
1273,上海晨光文具股份有限公司,603899,晨光文具,2015-01-27,,,,上海市
1274,通灵珠宝股份有限公司,603900,通灵珠宝,2016-11-23,,,,江苏省南京市
1275,杭州永创智能设备股份有限公司,603901,永创智能,2015-05-29,,,,浙江省杭州市
1276,中持水务股份有限公司,603903,中持水务,2017-03-14,,,,北京市
1277,江苏龙蟠科技股份有限公司,603906,龙蟠科技,2017-04-10,,,,江苏省南京市
1278,牧高笛户外用品股份有限公司,603908,牧高笛,2017-03-07,,,,浙江省衢州市
1279,合诚工程咨询集团股份有限公司,603909,合诚股份,2016-06-28,,,,福建省厦门市
1280,上海金桥信息股份有限公司,603918,金桥信息,2015-05-28,,,,上海市
1281,金徽酒股份有限公司,603919,金徽酒,2016-03-10,,,,甘肃省陇南市
1282,广东世运电路科技股份有限公司,603920,世运电路,2017-04-26,,,,广东省江门市
1283,浙江铁流离合器股份有限公司,603926,铁流股份,2017-05-10,,,,浙江省杭州市
1284,苏州兴业材料科技股份有限公司,603928,兴业股份,2016-12-12,,,,江苏省苏州市
1285,亚翔系统集成科技（苏州）股份有限公司,603929,亚翔集成,2016-12-30,,,,江苏省苏州市
1286,福建睿能科技股份有限公司,603933,睿能科技,2017-07-06,,,,福建省福州市
1287,博敏电子股份有限公司,603936,博敏电子,2015-12-09,,,,广东省梅州市
1288,唐山三孚硅业股份有限公司,603938,三孚股份,2017-06-28,,,,河北省唐山市
1289,益丰大药房连锁股份有限公司,603939,益丰药房,2015-02-17,,,,湖南省常德市
1290,大千生态景观股份有限公司,603955,大千生态,2017-03-10,,,,江苏省南京市
1291,哈森商贸（中国）股份有限公司,603958,哈森股份,2016-06-29,,,,江苏省苏州市
1292,湖南百利工程科技股份有限公司,603959,百利科技,2016-05-17,,,,湖南省岳阳市
1293,上海克来机电自动化工程股份有限公司,603960,克来机电,2017-03-14,,,,上海市
1294,法兰泰克重工股份有限公司,603966,法兰泰克,2017-01-25,,,,江苏省苏州市
1295,南通醋酸化工股份有限公司,603968,醋化股份,2015-05-18,,,,江苏省南通市
1296,天津银龙预应力材料股份有限公司,603969,银龙股份,2015-02-27,,,,天津市
1297,江西国泰民爆集团股份有限公司,603977,国泰集团,2016-11-11,,,,江西省南昌市
1298,深圳市新星轻合金材料股份有限公司,603978,深圳新星,2017-08-07,,,,广东省深圳市
1299,金诚信矿业管理股份有限公司,603979,金诚信,2015-06-30,,,,北京市
1300,浙江吉华集团股份有限公司,603980,吉华集团,2017-06-15,,,,浙江省杭州市
1301,江阴市恒润重工股份有限公司,603985,恒润股份,2017-05-05,,,,江苏省无锡市
1302,北京兆易创新科技股份有限公司,603986,兆易创新,2016-08-18,,,,北京市
1303,上海康德莱企业发展集团股份有限公司,603987,康德莱,2016-11-21,,,,上海市
1304,中电电机股份有限公司,603988,中电电机,2014-11-04,,,,江苏省无锡市
1305,湖南艾华集团股份有限公司,603989,艾华集团,2015-05-15,,,,湖南省益阳市
1306,苏州麦迪斯顿医疗科技股份有限公司,603990,麦迪科技,2016-12-08,,,,江苏省苏州市
1307,上海至正道化高分子材料股份有限公司,603991,至正股份,2017-03-08,,,,上海市
1308,洛阳栾川钼业集团股份有限公司,603993,洛阳钼业,2012-10-09,,,,河南省洛阳市
1309,中新科技集团股份有限公司,603996,中新科技,2015-12-22,,,,浙江省台州市
1310,宁波继峰汽车零部件股份有限公司,603997,继峰股份,2015-03-02,,,,浙江省宁波市
1311,湖南方盛制药股份有限公司,603998,方盛制药,2014-12-05,,,,湖南省长沙市
1312,读者出版传媒股份有限公司,603999,读者传媒,2015-12-10,,,,甘肃省兰州市
1313,上海锦江国际旅游股份有限公司,,,,900929,锦旅B股,1994-09-28,上海市
1314,上海汇丽建材股份有限公司,,,,900939,汇丽B,1996-06-28,上海市
1315,内蒙古伊泰煤炭股份有限公司,,,,900948,伊泰B股,1997-08-08,内蒙古自治区鄂尔多斯市
1316,大化集团大连化工股份有限公司,,,,900951,大化B股,1997-10-21,辽宁省大连市
1317,恒天凯马股份有限公司,,,,900953,凯马B,1998-06-24,上海市
1318,黄石东贝电器股份有限公司,,,,900956,东贝B股,1999-07-15,湖北省黄石市
1319,上海凌云实业发展股份有限公司,,,,900957,凌云B股,2000-07-28,上海市